turn,agent_id,age,energy,wealth,knowledge,stress,resilience,num_connections,avg_social_capital,posterity_points,last_action,crisis_state
1,11,1,85,10,5,0,4,3,4.0,0,rest,None
1,2,1,74,13,8,2,2,4,4.14,0,strengthen_ties,None
1,14,1,29,15.0,4,5.095802838736899,2,6,2.67,0,work_alone,None
1,6,1,67,12.0,2,1.3145690385375566,4,4,4.5,0,work_alone,None
1,12,1,58,47,10,2,4,3,4.0,2.4,attempt_collaboration,None
1,9,1,63,14,2,4,3,2,3.5,0,attempt_collaboration,None
1,1,1,52,30,7,1,2,1,4.0,0.9,attempt_collaboration,None
1,3,1,56,12,6,4,2,2,3.0,0,attempt_collaboration,None
1,19,1,65,8,6,3,2,4,4.25,0,seek_help,None
1,16,1,62,16.0,4,1.0764579809732162,4,2,4.5,0,work_alone,None
1,7,1,63,14.0,7,2.43718220194539,3,3,4.33,0,work_alone,None
1,5,1,84,33,13,0,3,3,4.0,1.8,rest,None
1,8,1,63,8,3,5,4,5,3.0,0,seek_help,None
1,15,1,41,70,16,2,2,6,4.33,3.3,attempt_collaboration,None
1,0,1,59,16.0,8,1.1464514548150304,4,2,3.0,0,work_alone,None
1,13,1,67,32,14,1,3,4,4.0,1.8,attempt_collaboration,None
1,10,1,60,12,4,2,3,4,3.53,0,attempt_collaboration,None
1,4,1,64,17.0,5,2.3811214371910063,3,5,3.6,0,work_alone,None
1,17,1,67,8,8,2,2,5,3.8,0,attempt_collaboration,None
1,18,1,49,16.0,2,3.333052459267387,3,8,4.0,0,work_alone,None
2,3,2,40,12,6,4.5,2,2,2.75,0,attempt_collaboration,None
2,7,2,75,14.0,8,-0.06281779805460985,3,3,4.67,0,rest,None
2,9,2,48,26,8,4,3,2,4.5,1.8,attempt_collaboration,None
2,1,2,37,55,11,1,2,1,6.0,2.1,attempt_collaboration,None
2,19,2,54,12.0,6,3.0598867586637852,2,4,4.25,0,work_alone,None
2,4,2,33,41.0,13,2.3811214371910063,3,5,4.4,2.4,attempt_collaboration,None
2,2,2,73,13,8,1,2,4,3.89,0,rest,None
2,18,2,37,35.0,10,2.833052459267387,3,8,4.38,1.8,attempt_collaboration,None
2,6,2,39,43.0,12,1.3145690385375566,4,4,5.75,4.0,attempt_knowledge_share,None
2,17,2,56,15.0,8,2.3239177906228656,2,5,3.8,0,work_alone,None
2,12,2,44,47,10,2.5,4,3,3.83,2.4,attempt_collaboration,None
2,15,2,45,95,20,1,2,6,4.67,4.5,rest,None
2,14,2,37,15.0,4,3.0958028387368994,2,6,2.67,0,rest,None
2,13,2,62,32,14,1,3,4,4.25,1.8,strengthen_ties,None
2,10,2,47,12,4,3,3,4,3.28,0,attempt_collaboration,None
2,8,2,32,32,13,5,4,5,3.8,3.0,attempt_collaboration,None
2,0,2,54,16.0,8,1.1464514548150304,4,2,3.71,0,strengthen_ties,None
2,16,2,44,36.0,6,1.105687602212042,4,2,5.5,0.6,work_alone,None
2,11,2,71,27,7,0,4,3,4.67,0.6,attempt_collaboration,None
2,5,2,73,33,13,0,3,3,4.47,2.3,attempt_knowledge_share,None
3,18,3,23,48.0,15,2.833052459267387,3,8,4.62,3.3,attempt_collaboration,None
3,16,3,33,41.0,6,1.536948015718349,4,2,5.5,0.6,work_alone,None
3,0,3,41,28.0,10,1.1464514548150304,4,2,4.71,0.6,attempt_collaboration,None
3,5,3,68,33,13,0,3,3,4.84,2.3,strengthen_ties,None
3,14,3,20,15.0,4,3.5958028387368994,2,6,2.58,0,attempt_collaboration,None
3,19,3,45,18.0,6,3.4223813653285764,2,4,4.25,0,work_alone,None
3,8,3,24,39.0,13,5.166075048650196,4,5,3.8,3.0,work_alone,None
3,13,3,40,58,18,1,3,4,5.35,3.0,attempt_collaboration,None
3,10,3,33,12,4,3.5,3,4,3.16,0,attempt_collaboration,None
3,7,3,88,14.0,8,0,3,3,4.67,0,rest,None
3,11,3,60,35.0,7,0.0698204059423233,4,3,4.67,0.6,work_alone,None
3,17,3,36,33.0,13,2.3854088445600237,2,5,4.2,1.5,work_alone,None
3,3,3,32,16.0,6,4.647837678391996,2,2,2.75,0,work_alone,None
3,15,3,35,101.0,21,0.5606537915575351,2,6,4.83,4.5,work_alone,None
3,9,3,65,26,8,3,3,2,4.5,1.8,rest,None
3,6,3,22,68.0,17,0.3145690385375566,4,4,6.75,5.5,rest,None
3,2,3,63,13,8,1.5,2,4,3.76,0,attempt_collaboration,None
3,4,3,23,52.0,16,2.3811214371910063,3,5,4.8,3.3,attempt_collaboration,None
3,12,3,33,47,10,3.0,4,3,3.67,2.4,attempt_collaboration,None
3,1,3,30,55,11,1,2,1,7.0,2.6,attempt_knowledge_share,None
4,19,4,40,18.0,8,2.9223813653285764,2,4,4.72,0,strengthen_ties,None
4,12,4,18,47,10,3.5,4,3,3.5,2.4,attempt_collaboration,None
4,8,4,39,39.0,13,2.166075048650196,4,5,3.87,3.0,rest,None
4,15,4,27,101.0,22,0.06065379155753514,2,6,5.17,5.5,attempt_knowledge_share,None
4,4,4,39,52.0,16,1.3811214371910063,3,5,4.8,3.3,rest,None
4,0,4,29,35.0,10,1.628113242880277,4,2,4.71,0.6,work_alone,None
4,2,4,58,34,14,0.5,2,4,4.36,1.8,rest,None
4,18,4,21,70.0,19,0,3,8,4.9,4.5,rest,None
4,13,4,35,58,18,1,3,4,5.52,3.0,strengthen_ties,None
4,1,4,18,55,11,1,2,1,8.0,3.1,attempt_knowledge_share,None
4,5,4,45,55,18,0.5,3,3,5.34,3.8,attempt_knowledge_share,None
4,14,4,30,15.0,4,0.5958028387368994,2,6,2.58,0,rest,None
4,10,4,28,12,4,3.5,3,4,3.51,0,strengthen_ties,None
4,6,4,34,68.0,17,0,4,4,6.75,5.5,rest,None
4,17,4,23,55.0,17,2.3854088445600237,2,5,4.6,2.7,attempt_collaboration,None
4,11,4,48,38.0,7,0.4425633135642457,4,3,4.67,0.6,work_alone,None
4,3,4,25,19.0,6,4.666085504742798,2,2,2.75,0,work_alone,None
4,16,4,18,62.0,12,1.536948015718349,4,2,6.5,2.4,attempt_collaboration,None
4,7,4,76,36.0,13,0,3,3,5.33,1.5,attempt_collaboration,None
4,9,4,60,26,8,3,3,2,5.01,1.8,strengthen_ties,None
5,16,5,13,62.0,12,5.536948015718349,4,2,6.0,2.4,seek_help,LowEnergy
5,19,5,32,21.0,9,2.5372153299699094,2,4,4.97,0,work_alone,None
5,3,5,41,19.0,6,1.6660855047427976,2,2,2.75,0,rest,None
5,12,5,36,47,10,3.5,4.2,3,3.5,2.5,rest,LowEnergy
5,0,5,36,58.0,15,0.12811324288027692,4,2,6.21,1.5,rest,None
5,6,5,21,68.0,17,0.5,4,4,6.62,5.5,attempt_collaboration,None
5,7,5,64,36.0,13,0.5,3,3,5.17,1.5,attempt_knowledge_share,None
5,15,5,22,101.0,22,2.0606537915575354,2,6,5.0,5.5,seek_help,None
5,14,5,17,15.0,4,1.0958028387368994,2,6,2.5,0,attempt_collaboration,None
5,10,5,40,12,4,1.5,3,4,3.51,0,rest,None
5,17,5,18,55.0,17,4.385408844560024,2,5,4.4,2.7,seek_help,None
5,4,5,48,52.0,16,0,3,5,4.8,3.3,rest,None
5,18,5,25,70.0,19,1,3,8,4.78,4.5,rest,None
5,8,5,54,39.0,13,0,4,5,3.87,3.0,rest,None
5,9,5,47,26,8,4,3,2,4.51,1.8,attempt_collaboration,None
5,13,5,25,58,18,1,3,4,5.77,4.0,attempt_knowledge_share,None
5,1,5,34,55,11,2,2.2,1,8.0,3.2,rest,LowEnergy
5,11,5,32,61.0,13,-0.05743668643575428,4,3,5.67,1.5,attempt_collaboration,None
5,5,5,36,55,18,0.5,3,3,5.67,5.3,attempt_knowledge_share,None
5,2,5,46,34,14,0.5,2,4,4.61,2.3,attempt_knowledge_share,None
6,6,6,30,68.0,17,0,4,4,6.62,5.5,rest,None
6,8,6,44,39.0,13,0.5,4,5,3.77,3.0,attempt_knowledge_share,None
6,7,6,37,53.0,18,1.0,3,3,5.67,3.0,attempt_collaboration,None
6,17,6,34,55.0,17,4.385408844560024,2.2,5,4.4,2.8,rest,LowEnergy
6,5,6,25,72,23,0.5,3,3,6.34,6.8,attempt_collaboration,None
6,2,6,41,34,14,0.5,2,4,4.75,2.3,strengthen_ties,None
6,13,6,37,58,18,0,3,4,5.77,4.0,rest,None
6,18,6,41,70.0,19,0,3,8,4.8,4.5,rest,None
6,19,6,21,27.0,9,2.9195413020603107,2,4,5.09,0,work_alone,None
6,10,6,35,12,4,1.5,3,4,3.66,0,strengthen_ties,None
6,11,6,27,61.0,13,0,4,3,5.95,1.5,strengthen_ties,None
6,4,6,38,52.0,16,0.5,3,5,4.7,3.3,attempt_knowledge_share,None
6,0,6,25,66.0,15,0.52415534573905,4,2,6.21,1.5,work_alone,None
6,9,6,63,26,8,3,3,2,4.51,1.8,rest,None
6,16,6,8,62.0,12,9.536948015718348,4,2,5.65,2.4,seek_help,HighStress_Moderate
6,12,6,29,51.0,10,3.9002521362718645,4.2,3,3.5,2.5,work_alone,None
6,1,6,24,60.0,11,2.424692360016504,2.2,1,8.0,3.2,work_alone,None
6,15,6,31,101.0,22,0.060653791557535364,2,6,5.0,5.5,rest,None
6,3,6,53,19.0,6,0,2,2,2.75,0,rest,None
6,14,6,19,15.0,4,4.095802838736899,2.1,6,2.82,1,seek_help,LowEnergy
7,10,7,51,12,4,0,3,4,3.66,0,rest,None
7,11,7,39,61.0,13,0,4,3,5.95,1.5,rest,None
7,13,7,25,66.0,18,0.34435668762945076,3,4,5.77,4.0,work_alone,None
7,1,7,19,60.0,11,3.424692360016504,2.2,1,9.5,3.2,seek_help,None
7,3,7,39,19.0,6,0.5,2,2,2.5,0,attempt_collaboration,None
7,5,7,37,72,23,0,3,3,6.34,6.8,rest,None
7,8,7,34,45.0,13,0.8206537817492546,4,5,3.81,3.0,work_alone,None
7,14,7,30,15.0,4,4.095802838736899,2.1,6,2.82,1,rest,LowEnergy
7,4,7,27,59.0,16,0.9442198695447522,3,5,4.7,3.3,work_alone,None
7,6,7,22,74.0,17,0.4807942162995111,4,4,6.62,5.5,work_alone,None
7,12,7,42,51.0,10,2.9002521362718645,4.2,3,3.5,2.5,rest,None
7,18,7,30,74.0,19,0.3339460610916837,3,8,4.8,4.5,work_alone,None
7,17,7,25,55.0,17,4.885408844560024,2.2,5,4.3,2.8,attempt_knowledge_share,None
7,0,7,20,66.0,15,2.52415534573905,4,2,5.71,1.5,seek_help,None
7,19,7,29,27.0,9,0.9195413020603107,2,4,5.09,0,rest,None
7,7,7,32,53.0,18,1.0,3,3,6.01,3.0,strengthen_ties,None
7,16,7,19,62.0,12,9.536948015718348,4,2,5.65,2.4,rest,HighStress
7,2,7,31,41.0,14,0.9600610425643203,2,4,4.75,2.3,work_alone,None
7,9,7,58,26,8,3,3,2,4.82,1.8,strengthen_ties,None
7,15,7,14,101.0,22,0.5606537915575354,2,6,5.02,5.5,attempt_collaboration,None
8,12,8,21,57.0,10,4.3043472732865995,4.2,3,3.17,2.5,work_alone,None
8,14,8,20,15.0,4,5.095802838736899,2.1,6,2.65,1,attempt_collaboration,None
8,9,8,47,31.0,8,3.2117532093114662,3,2,4.82,1.8,work_alone,None
8,13,8,20,66.0,18,2.3443566876294506,3,4,5.52,4.0,seek_help,None
8,8,8,29,45.0,13,0.8206537817492546,4,5,4.03,3.0,strengthen_ties,None
8,1,8,37,60.0,11,4.424692360016504,2.4,1,9.5,3.3,rest,LowEnergy
8,11,8,34,61.0,13,0,4,3,6.26,1.5,strengthen_ties,None
8,10,8,38,12,4,0.5,3,4,3.53,0,attempt_collaboration,None
8,18,8,22,79.0,19,0.7432602522392359,3,8,4.8,4.5,work_alone,None
8,17,8,34,55.0,17,3.8854088445600237,2.2,5,4.3,2.8,rest,None
8,0,8,15,66.0,15,4.52415534573905,4,2,5.29,1.5,seek_help,None
8,5,8,53,72,23,0,3,3,6.34,6.8,rest,None
8,16,8,31,62.0,12,10,4.08,2,5.65,2.5,rest,HighStress
8,15,8,24,101.0,22,0.5606537915575354,2,6,5.06,5.5,rest,LowEnergy
8,7,8,20,53.0,18,1.5,3,3,5.85,3.0,attempt_collaboration,None
8,3,8,28,22.0,6,0.9518735855417115,2,2,2.5,0,work_alone,None
8,19,8,47,27.0,9,0,2,4,5.09,0,rest,None
8,4,8,22,59.0,16,2.944219869544752,3,5,4.5,3.3,seek_help,None
8,6,8,17,74.0,17,2.480794216299511,4,4,6.38,5.5,seek_help,None
8,2,8,17,41.0,14,1.4600610425643203,2,4,4.63,2.3,attempt_collaboration,None
9,8,9,44,45.0,13,0,4,5,4.03,3.0,rest,None
9,6,9,28,74.0,17,1.4807942162995111,4,4,6.5,5.5,rest,LowEnergy
9,15,9,35,101.0,22,0,2,6,5.06,5.5,rest,None
9,16,9,21,62.0,12,10,4.08,2,5.15,2.5,seek_help,HighStress
9,17,9,25,58.0,17,4.2577215186238995,2.2,5,4.3,2.8,work_alone,None
9,13,9,15,66.0,18,4.344356687629451,3,4,5.27,4.0,seek_help,None
9,4,9,17,59.0,16,3.944219869544752,3,5,4.8,3.3,seek_help,None
9,9,9,38,37.0,8,3.616061873468373,3,2,4.82,1.8,work_alone,None
9,0,9,27,66.0,15,3.52415534573905,4,2,5.29,1.5,rest,LowEnergy
9,7,9,36,53.0,18,0,3,3,5.85,3.0,rest,None
9,11,9,26,64.0,13,0.2731965036429404,4,3,6.26,1.5,work_alone,None
9,3,9,43,22.0,6,0,2,2,2.5,0,rest,None
9,18,9,32,79.0,19,0,3,8,4.8,4.5,rest,None
9,2,9,35,41.0,14,0.46006104256432057,2.2,4,4.63,2.4,rest,LowEnergy
9,12,9,35,57.0,10,1.3043472732865995,4.2,3,3.17,2.5,rest,None
9,1,9,25,68.0,11,4.7504278698569475,2.4,1,9.5,3.3,work_alone,None
9,5,9,44,80.0,23,0.41192653564711307,3,3,6.34,6.8,work_alone,None
9,10,9,51,12,4,0,3,4,3.53,0,rest,None
9,19,9,37,27.0,9,0.5,2,4,5.09,0,attempt_collaboration,None
9,14,9,15,15.0,4,6.095802838736899,2.1,6,2.9,1,seek_help,None
10,11,10,37,64.0,13,0,4,3,6.26,1.5,rest,None
10,1,10,43,68.0,11,3.7504278698569475,2.4,1,9.5,3.3,rest,None
10,14,10,30,15.0,4,7.095802838736899,2.1,6,2.9,1,rest,HighStress_Moderate
10,0,10,35,66.0,15,2.52415534573905,4,2,5.29,1.5,rest,None
10,2,10,21,51.0,19,0.46006104256432057,2.2,5,4.5,3.9,attempt_collaboration,None
10,15,10,49,101.0,22,0,2,6,5.06,5.5,rest,None
10,16,10,24,62.0,12,9,4.08,2,5.15,2.5,rest,HighStress
10,10,10,65,12,4,0,3,4,3.53,0,rest,None
10,12,10,30,57.0,10,1.3043472732865995,4.2,3,4.33,2.5,strengthen_ties,None
10,3,10,33,30.0,6,0.3323519097679813,2,2,2.5,0,work_alone,None
10,19,10,27,27.0,9,1.0,2,4,4.97,0,attempt_collaboration,None
10,17,10,42,58.0,17,2.2577215186238995,2.2,5,4.3,2.8,rest,None
10,4,10,22,59.0,16,6.944219869544752,3.1,5,4.98,4.3,seek_help,LowEnergy
10,18,10,21,110.0,29,0,3.2,8,5.3,7.6,rest,LowEnergy
10,7,10,23,74.0,23,0,3,3,6.51,4.5,attempt_collaboration,None
10,6,10,41,74.0,17,0,4,4,6.62,5.5,rest,None
10,9,10,25,37.0,8,4.116061873468373,3,2,4.57,1.8,attempt_collaboration,None
10,13,10,33,66.0,18,4.344356687629451,3.2,4,5.27,4.1,rest,LowEnergy
10,8,10,34,48.0,13,0.02892664027353542,4,5,4.03,3.0,work_alone,None
10,5,10,55,80.0,23,0,3,3,6.34,6.8,rest,None
11,17,11,35,58.0,17,2.2577215186238995,2.2,5,4.5,4.3,attempt_knowledge_share,None
11,4,11,40,59.0,19,5.444219869544752,3.1,5,5.18,4.3,rest,None
11,13,11,24,71.0,18,4.827829137529142,3.2,4,5.3,4.1,work_alone,None
11,19,11,22,27.0,9,3.0,2,4,4.72,0,seek_help,None
11,1,11,31,75.0,11,3.920422713410311,2.4,1,9.5,3.3,work_alone,None
11,14,11,46,15.0,4,6.095802838736899,2.24,6,2.9,1.1,rest,HighStress_Moderate
11,15,11,44,101.0,22,0,2,6,5.24,5.5,strengthen_ties,None
11,10,11,55,12,4,0.5,3,4,3.41,0,attempt_collaboration,None
11,3,11,22,35.0,6,0.4030704832254739,2,2,2.5,0,work_alone,None
11,6,11,34,81.0,17,0.21126352972243972,4,4,6.62,5.5,work_alone,None
11,12,11,45,57.0,10,0.3043472732865995,4.2,3,4.33,2.5,rest,None
11,0,11,30,66.0,15,2.52415534573905,4,2,5.65,1.5,strengthen_ties,None
11,7,11,39,74.0,23,0,3,3,6.51,4.5,rest,None
11,5,11,43,87.0,23,0.03661282409717748,3,3,6.34,6.8,work_alone,None
11,2,11,16,51.0,19,2.4600610425643206,2.2,5,4.3,3.9,seek_help,None
11,16,11,35,62.0,12,8,4.22,2,5.15,2.6,rest,HighStress_Moderate
11,18,11,39,110.0,29,0,3.2,8,5.3,7.6,rest,None
11,8,11,23,56.0,13,0.3659523853421478,4,5,4.12,3.0,work_alone,None
11,9,11,35,37.0,8,3.1160618734683734,3,2,4.57,1.8,rest,None
11,11,11,26,64.0,13,0.5,4,3,6.09,1.5,attempt_collaboration,None
12,0,12,18,74.0,15,2.654599371431793,4,2,5.65,1.5,work_alone,None
12,17,12,52,58.0,17,0.25772151862389947,2.2,5,4.5,4.3,rest,None
12,7,12,26,95.0,29,-0.5,3,3,7.51,5.4,attempt_collaboration,None
12,18,12,31,146.0,38,0,3.2,8,5.85,10.3,rest,None
12,16,12,25,62.0,12,8,4.22,2,5.65,3.1,attempt_knowledge_share,HighStress_Moderate
12,5,12,35,87.0,23,0.03661282409717748,3,3,6.67,8.3,attempt_knowledge_share,None
12,10,12,43,15.0,4,0.8881388178708898,3,4,3.41,0,work_alone,None
12,11,12,38,64.0,13,0,4,3,6.09,1.5,rest,None
12,3,12,39,35.0,6,0,2,2,2.5,0,rest,None
12,9,12,30,37.0,8,3.1160618734683734,3,2,4.93,1.8,strengthen_ties,None
12,1,12,21,75.0,11,3.920422713410311,2.4,1,10.0,4.3,attempt_knowledge_share,None
12,4,12,24,80.0,24,5.444219869544752,3.1,5,5.58,5.8,attempt_collaboration,None
12,2,12,28,51.0,20,1.9600610425643206,2.2,5,4.5,3.9,rest,LowEnergy
12,8,12,41,56.0,13,0,4,5,4.12,3.0,rest,None
12,6,12,19,96.0,23,0.21126352972243972,4,4,7.12,7.3,attempt_collaboration,None
12,12,12,38,78.0,15,0,4.2,3,4.99,4.0,rest,None
12,14,12,41,15.0,4,6.095802838736899,2.24,6,3.06,1.1,strengthen_ties,None
12,13,12,42,71.0,18,3.8278291375291422,3.2,4,5.3,4.1,rest,None
12,15,12,37,109.0,24,0,2,6,5.4,5.5,work_alone,None
12,19,12,17,27.0,9,5.0,2,4,4.58,0,seek_help,None
13,0,13,32,74.0,15,1.654599371431793,4.2,2,5.65,1.6,rest,LowEnergy
13,4,13,19,80.0,24,7.444219869544752,3.1,5,5.38,5.8,seek_help,None
13,8,13,27,56.0,13,0.5,4,5,4.02,3.0,attempt_collaboration,None
13,16,13,35,62.0,12,7,4.36,2,5.65,3.2,rest,HighStress_Moderate
13,10,13,33,30.0,9,0.8881388178708898,3,4,3.91,1.5,attempt_collaboration,None
13,2,13,41,51.0,20,0,2.2,5,4.5,3.9,rest,None
13,13,13,34,78.0,18,4.247442606228102,3.2,4,5.3,4.1,work_alone,None
13,17,13,45,62.0,17,0.6704308203779537,2.2,5,4.59,4.3,work_alone,None
13,11,13,31,72.0,13,0.39318990440624096,4,3,6.25,1.5,work_alone,None
13,14,13,36,15.0,4,6.095802838736899,2.24,6,3.22,1.1,strengthen_ties,None
13,5,13,30,87.0,23,0.03661282409717748,3,3,7.01,8.3,strengthen_ties,None
13,15,13,28,109.0,24,0.5,2,6,5.43,5.5,attempt_knowledge_share,None
13,9,13,20,42.0,8,3.4594176754259762,3,2,4.93,1.8,work_alone,None
13,7,13,21,95.0,29,1.5,3,3,7.18,5.4,seek_help,None
13,18,13,28,161.0,43,0,3.2,8,6.1,11.8,rest,LowEnergy
13,19,13,30,27.0,9,4.0,2,4,4.58,0,rest,LowEnergy
13,6,13,14,96.0,23,4.21126352972244,4,4,6.88,7.3,seek_help,LowEnergy
13,3,13,22,35.0,6,0.5,2,2,2.5,0,attempt_collaboration,None
13,12,13,33,78.0,15,0,4.2,3,5.35,4.0,strengthen_ties,None
13,1,13,16,75.0,11,4.920422713410311,2.4,1,10.0,4.3,seek_help,None
14,17,14,38,62.0,17,0.6704308203779537,2.2,5,4.79,5.3,attempt_knowledge_share,None
14,12,14,16,78.0,15,0.5,4.2,3,5.19,4.0,attempt_collaboration,None
14,14,14,49,15.0,6,3.5958028387368994,2.24,6,3.39,1.1,rest,None
14,2,14,26,51.0,20,1,2.2,5,4.3,3.9,attempt_collaboration,None
14,1,14,19,75.0,11,7.920422713410311,2.5,1,10.0,5.3,seek_help,LowEnergy
14,8,14,45,56.0,13,0,4,5,4.02,3.0,rest,None
14,11,14,23,72.0,13,0.893189904406241,4,3,6.09,1.5,attempt_knowledge_share,None
14,16,14,25,67.0,12,7.022608537582297,4.36,2,5.65,3.2,work_alone,None
14,4,14,23,80.0,24,6.444219869544753,3.1,5,5.38,5.8,rest,HighStress
14,13,14,29,78.0,18,4.247442606228102,3.2,4,5.49,4.1,strengthen_ties,None
14,3,14,36,35.0,6,0,2,2,2.5,0,rest,None
14,0,14,47,74.0,15,0,4.2,2,5.87,1.6,rest,None
14,7,14,24,117.0,33,0,3,3,7.51,6.6,rest,None
14,19,14,47,27.0,9,2.0,2,4,4.58,0,rest,None
14,9,14,29,42.0,8,1.4594176754259762,3,2,4.93,1.8,rest,None
14,18,14,41,161.0,43,0,3.2,8,6.1,11.8,rest,None
14,15,14,19,109.0,24,2.5,2,6,5.35,5.5,seek_help,None
14,10,14,36,30.0,9,2.8881388178708898,3.2,4,3.66,1.6,rest,LowEnergy
14,6,14,9,96.0,23,8.21126352972244,4,4,6.62,7.3,seek_help,LowEnergy
14,5,14,18,109.0,27,0.03661282409717748,3,3,7.01,9.5,attempt_collaboration,None
15,3,15,31,35.0,6,0,2,2,3.02,0,strengthen_ties,None
15,17,15,31,62.0,17,0.6704308203779537,2.2,5,4.99,5.8,attempt_knowledge_share,None
15,10,15,23,30.0,9,3.8881388178708898,3.2,4,3.41,1.6,attempt_collaboration,None
15,14,15,49,15.0,7,1.0958028387368994,2.24,6,3.45,1.1,rest,None
15,9,15,39,42.0,8,0,3,2,4.93,1.8,rest,None
15,15,15,25,109.0,24,3.5,2,6,5.43,5.5,rest,LowEnergy
15,12,15,17,78.0,15,3.5,4.3,3,5.69,5.0,seek_help,LowEnergy
15,5,15,13,109.0,27,4.036612824097178,3,3,6.68,9.5,seek_help,LowEnergy
15,7,15,19,117.0,33,2,3,3,7.18,6.6,seek_help,None
15,2,15,21,51.0,20,3,2.2,5,4.1,3.9,seek_help,None
15,13,15,39,78.0,18,1.2474426062281019,3.2,4,5.56,4.1,rest,None
15,11,15,33,72.0,13,0,4,3,6.09,1.5,rest,None
15,4,15,30,102.0,28,4.444219869544753,3.1,5,5.78,7.0,rest,None
15,1,15,23,75.0,11,7.920422713410311,2.5,1,10.0,5.3,rest,HighStress
15,19,15,42,27.0,9,2.0,2,4,4.72,0,strengthen_ties,None
15,18,15,55,161.0,43,0,3.2,8,6.1,11.8,rest,None
15,0,15,63,74.0,15,0,4.2,2,5.87,1.6,rest,None
15,6,15,12,96.0,23,9.21126352972244,4,4,6.62,7.3,rest,HighStress
15,8,15,33,78.0,17,0,4,5,4.42,4.2,attempt_collaboration,None
15,16,15,40,67.0,12,4.022608537582297,4.5,2,5.65,3.3,rest,HighStress_Moderate
16,0,16,47,91.0,21,0,4.2,2,7.56,3.4,strengthen_ties,None
16,13,16,29,84.0,18,1.5593541164072762,3.2,4,5.56,4.1,work_alone,None
16,11,16,19,89.0,19,0,4,3,6.83,3.3,attempt_collaboration,None
16,12,16,33,78.0,15,2.5,4.5,3,5.69,5.1,rest,LowEnergy
16,4,16,25,102.0,28,4.444219869544753,3.1,5,6.06,7.0,strengthen_ties,None
16,15,16,20,109.0,24,5.5,2,6,5.28,5.5,seek_help,None
16,7,16,28,117.0,33,2,3,3,7.18,6.6,rest,LowEnergy
16,10,16,39,30.0,9,0.8881388178708898,3.2,4,3.41,1.6,rest,None
16,6,16,2,96.0,23,10,4,4,7.0,7.3,seek_help,HighStress
16,1,16,31,75.0,11,4.920422713410311,2.64,1,10.0,5.4,rest,HighStress_Moderate
16,8,16,28,78.0,17,0,4,5,4.73,4.2,strengthen_ties,None
16,3,16,15,35.0,6,0.5,2,2,2.77,0,attempt_collaboration,None
16,2,16,16,51.0,20,4,2.2,5,4.5,3.9,seek_help,None
16,17,16,18,84.0,21,0.6704308203779537,2.2,5,5.39,7.0,attempt_collaboration,None
16,5,16,8,109.0,27,8.036612824097178,3,3,6.34,9.5,seek_help,LowEnergy
16,19,16,29,27.0,9,3.0,2,4,4.47,0,attempt_collaboration,None
16,14,16,27,18.0,7,2.2885257015019422,2.24,6,3.29,1.1,work_alone,None
16,9,16,24,61.0,10,0,3,2,5.93,2.4,attempt_collaboration,None
16,16,16,35,67.0,12,4.022608537582297,4.5,2,6.04,3.3,strengthen_ties,None
16,18,16,26,207.0,49,0.27063138106188317,3.2,8,6.72,13.6,work_alone,None
17,18,17,34,207.0,49,0,3.2,8,6.85,13.6,rest,None
17,8,17,44,78.0,17,0,4,5,4.73,4.2,rest,None
17,17,17,21,84.0,21,3.6704308203779537,2.3,5,5.69,8.0,seek_help,LowEnergy
17,19,17,24,27.0,9,5.0,2,4,4.22,0,seek_help,None
17,3,17,23,35.0,6,0.5,2,2,2.77,0,rest,LowEnergy
17,7,17,44,117.0,33,0,3,3,7.18,6.6,rest,None
17,11,17,35,89.0,19,0,4.2,3,6.98,3.4,rest,LowEnergy
17,15,17,34,109.0,24,4.5,2,6,5.28,5.5,rest,None
17,5,17,12,109.0,27,9.036612824097178,3,3,6.34,9.5,rest,HighStress
17,12,17,26,86.0,15,2.566266254351478,4.5,3,5.69,5.1,work_alone,None
17,9,17,39,61.0,10,0,3,2,5.93,2.4,rest,None
17,6,17,11,96.0,23,9,4,4,7.0,7.3,rest,HighStress
17,13,17,45,84.0,18,0,3.2,4,5.56,4.1,rest,None
17,1,17,24,80.0,11,5.067039435161974,2.64,1,10.0,5.4,work_alone,None
17,0,17,42,91.0,21,0,4.2,2,8.22,3.4,strengthen_ties,None
17,4,17,43,102.0,28,2.444219869544753,3.1,5,6.06,7.0,rest,None
17,16,17,23,67.0,12,4.022608537582297,4.5,2,6.54,4.3,attempt_knowledge_share,None
17,10,17,27,36.0,9,1.0609732769713156,3.2,4,3.41,1.6,work_alone,None
17,14,17,38,18.0,7,0,2.24,6,3.29,1.1,rest,None
17,2,17,21,51.0,22,6.5,2.3,5,5.0,4.9,seek_help,LowEnergy
18,7,18,37,117.0,33,0,3,3,7.51,7.6,attempt_knowledge_share,None
18,2,18,30,51.0,22,4.5,2.3,5,5.0,4.9,rest,None
18,10,18,22,36.0,9,2.060973276971316,3.2,4,3.78,1.6,seek_help,None
18,11,18,43,89.0,19,0,4.2,3,6.98,3.4,rest,None
18,13,18,54,84.0,18,0,3.2,4,5.56,4.1,rest,None
18,1,18,37,80.0,12,1.5670394351619743,2.64,1,10.0,5.4,rest,None
18,4,18,35,108.0,29,2.0900860739980756,3.1,5,6.26,7.0,work_alone,None
18,3,18,41,35.0,6,0,2,2,2.77,0,rest,None
