turn,agent_id,age,energy,wealth,knowledge,stress,resilience,num_connections,avg_social_capital,posterity_points,last_action,crisis_state
44,5,44,29,177.0,42,1.9492706973210439,3.14,5,5.6,13.1,rest,LowEnergy
44,11,44,28,240.0,55,7.33249589452798,4.62,4,9.2,12.2,rest,HighStress_Moderate
44,0,44,20,176.0,31,0.44094104207228463,4.34,2,10.0,15.9,work_alone,None
44,2,44,26,138.0,37,0.13718819214383693,2.5,5,6.4,11.5,attempt_knowledge_share,None
44,8,44,31,212.0,39,0,4,5,7.56,13.5,attempt_knowledge_share,None
44,7,44,41,147.0,34,1.210414989942643,3,3,7.92,7.6,rest,None
44,13,44,19,129.0,31,2,3.4,5,5.67,9.2,seek_help,None
44,15,44,42,157.0,39,0,2.48,6,6.75,11.0,rest,None
44,14,44,45,33.0,7,0,2.54,5,3.75,2.2,rest,None
44,3,44,18,57.0,6,0.5,2.2,3,1.0,0.1,attempt_collaboration,None
45,18,45,42,264.0,58,5,3.54,8,7.73,18.7,rest,None
45,1,45,21,131.0,18,0.0642882040839931,2.94,1,10.0,10.3,work_alone,None
45,2,45,42,138.0,37,0,2.5,5,6.4,11.5,rest,None
45,17,45,26,107.0,25,0.00443786904240856,2.64,6,5.92,8.2,work_alone,None
45,13,45,31,129.0,32,2.5,3.6,5,5.87,9.3,rest,LowEnergy
45,10,45,45,92.0,31,-0.44187975155102927,3.3,5,4.74,5.1,work_alone,None
45,5,45,26,200.0,48,0,3.14,5,6.0,14.9,rest,None
45,19,45,23,118.0,23,2.5935243471420604,2.2,5,5.49,3.9,attempt_knowledge_share,None
45,14,45,33,33.0,7,0.5,2.54,5,3.65,2.2,attempt_collaboration,None
45,9,45,24,199.0,30,0,3.2,3,7.5,9.0,attempt_collaboration,None
45,6,45,22,125.5,25,7.0,4.64,4,6.8,7.8,attempt_collaboration,None
45,12,45,26,183.0,23,6.5,4.7,4,6.05,8.3,rest,HighStress_Moderate
45,3,45,31,57.0,6,0,2.4,3,1.0,0.2,rest,LowEnergy
45,11,45,23,240.0,55,9.33249589452798,4.62,4,8.95,12.2,seek_help,HighStress_Moderate
45,4,45,13,179.0,39,10,3.1,6,6.24,11.0,rest,HighStress
45,0,45,35,176.0,31,0,4.34,2,10.0,15.9,rest,None
45,15,45,25,176.0,45,0,2.48,6,7.2,12.8,strengthen_ties,None
45,7,45,29,166.0,40,1.210414989942643,3,3,8.66,9.4,attempt_collaboration,None
45,8,45,21,212.0,37,0,4,5,7.56,17.0,attempt_knowledge_share,None
45,16,45,25,105.0,24,0,4.5,3,6.67,7.4,attempt_collaboration,None
46,18,46,32,270.0,58,5.125369952008812,3.54,8,7.73,18.7,work_alone,None
46,13,46,47,129.0,32,1.5,3.6,5,5.87,9.3,rest,None
46,19,46,39,118.0,23,0.5935243471420604,2.2,5,5.49,3.9,rest,None
46,0,46,27,176.0,31,0.5,4.34,2,9.75,15.9,attempt_knowledge_share,None
46,12,46,21,183.0,23,8.5,4.7,4,5.8,8.3,seek_help,None
46,15,46,20,176.0,45,2,2.48,6,7.04,12.8,seek_help,None
46,4,46,18,179.0,39,10,3.1,6,6.24,11.0,rest,HighStress
46,6,46,39,125.5,25,6.0,4.64,4,6.8,7.8,rest,None
46,8,46,16,212.0,37,2,4,5,7.44,17.0,seek_help,None
46,9,46,37,199.0,30,0,3.2,3,7.5,9.0,rest,None
46,10,46,40,92.0,31,0,3.3,5,4.88,5.1,strengthen_ties,None
46,3,46,23,63.0,6,0.21549023482028962,2.4,3,1.0,0.2,work_alone,None
46,5,46,41,200.0,48,0,3.14,5,6.1,14.9,rest,None
46,1,46,30,131.0,18,0,2.94,1,10.0,10.3,rest,None
46,17,46,40,107.0,25,0,2.64,6,5.92,8.2,rest,None
46,14,46,17,33.0,7,1.0,2.54,5,3.55,2.2,attempt_collaboration,None
46,2,46,60,138.0,37,0,2.5,5,6.4,11.5,rest,None
46,7,46,24,166.0,40,2.210414989942643,3,3,8.66,9.4,seek_help,None
46,16,46,41,105.0,24,0,4.5,3,6.67,7.4,rest,None
46,11,46,31,240.0,55,7.33249589452798,4.7,4,8.95,12.3,rest,HighStress
47,9,47,32,199.0,30,0,3.2,3,7.78,9.0,strengthen_ties,None
47,16,47,30,105.0,24,0.5,4.5,3,6.5,7.4,attempt_knowledge_share,None
47,17,47,30,107.0,25,0.5,2.64,6,5.83,8.2,attempt_collaboration,None
47,2,47,71,138.0,37,0,2.5,5,6.4,11.5,rest,None
47,19,47,19,118.0,23,1.0935243471420604,2.2,5,5.49,3.9,attempt_collaboration,None
47,14,47,21,33.0,7,4.0,2.64,5,3.85,3.2,seek_help,LowEnergy
47,18,47,22,275.0,58,5.281038381111662,3.54,8,7.73,18.7,work_alone,None
47,15,47,34,176.0,46,-0.5,2.48,6,7.2,12.8,rest,None
47,1,47,18,131.0,18,0,2.94,1,10.0,10.8,attempt_knowledge_share,None
47,4,47,22,179.0,39,10,3.1,6,6.24,11.0,rest,HighStress
47,7,47,38,166.0,40,0.21041498994264307,3,3,8.66,9.4,rest,None
47,3,47,32,63.0,6,0,2.4,3,1.0,0.2,rest,None
47,11,47,42,240.0,55,4.33249589452798,4.84,4,8.95,12.4,rest,HighStress_Moderate
47,6,47,31,131.5,25,6.42161474976539,4.64,4,6.8,7.8,work_alone,None
47,0,47,43,176.0,31,0,4.34,2,9.75,15.9,rest,None
47,10,47,27,92.0,31,0.5,3.3,5,4.78,5.1,attempt_collaboration,None
47,5,47,33,203.0,48,0.46793527140272284,3.14,5,6.18,14.9,work_alone,None
47,13,47,56,129.0,32,0,3.6,5,5.87,9.3,rest,None
47,8,47,28,212.0,37,3,4,5,7.44,17.0,rest,LowEnergy
47,12,47,36,183.0,23,7.5,4.84,4,5.8,8.4,rest,HighStress_Moderate
48,11,48,31,240.0,52,4.33249589452798,4.84,4,9.29,17.9,attempt_knowledge_share,None
48,14,48,16,33.0,7,6.0,2.64,5,3.65,3.2,seek_help,None
48,6,48,23,134.5,25,6.783220243984053,4.64,4,6.8,7.8,work_alone,None
48,9,48,20,204.0,30,0.4782193228520307,3.2,3,7.78,9.0,work_alone,None
48,4,48,35,179.0,39,7,3.18,6,6.24,11.1,rest,HighStress
48,8,48,23,212.0,37,5,4,5,7.24,17.0,seek_help,None
48,17,48,21,112.0,25,0.8913312590110016,2.64,6,5.83,8.2,work_alone,None
48,3,48,20,66.0,6,0.43673107907439146,2.4,3,1.0,0.2,work_alone,None
48,1,48,30,131.0,18,0,2.94,1,10.0,10.8,rest,LowEnergy
48,5,48,26,203.0,52,-0.03206472859727716,3.14,5,6.58,18.4,attempt_knowledge_share,None
48,7,48,31,166.0,40,0.7104149899426431,3,3,8.49,9.4,attempt_knowledge_share,None
48,2,48,47,155.0,43,0.33099392650102305,2.5,5,6.4,13.3,work_alone,None
48,16,48,19,119.0,30,0.5,4.5,3,6.5,9.2,attempt_collaboration,None
48,12,48,31,183.0,23,7.5,4.84,4,5.93,8.4,strengthen_ties,HighStress_Moderate
48,15,48,29,176.0,46,0,2.48,6,7.39,12.8,strengthen_ties,None
48,0,48,38,176.0,42,0,4.34,2,10.0,15.9,strengthen_ties,None
48,19,48,31,118.0,23,0.09352434714206037,2.4,5,5.59,4.0,rest,LowEnergy
48,10,48,22,92.0,31,2.5,3.3,5,4.58,5.1,seek_help,None
48,13,48,48,129.0,38,0,3.6,5,6.35,12.3,attempt_knowledge_share,None
48,18,48,17,275.0,58,7.281038381111662,3.54,8,7.61,18.7,seek_help,None
49,17,49,16,112.0,25,2.8913312590110016,2.64,6,5.67,8.2,seek_help,None
49,2,49,35,161.0,43,0.7407793147697906,2.5,5,6.4,13.3,work_alone,None
49,8,49,33,212.0,37,2,4,5,7.24,17.0,rest,None
49,19,49,23,125.0,23,0.2637576216839861,2.4,5,5.69,4.0,work_alone,None
49,10,49,17,92.0,31,4.5,3.3,5,4.38,5.1,seek_help,None
49,0,49,24,200.0,47,0,4.34,2,10.0,17.4,attempt_collaboration,None
49,13,49,37,135.0,38,0.17725624094318831,3.6,5,6.35,12.3,work_alone,None
49,15,49,24,176.0,46,2,2.48,6,7.34,12.8,seek_help,None
49,9,49,29,204.0,30,0,3.2,3,7.78,9.0,rest,None
49,1,49,19,137.0,18,0.21594384688439433,2.94,1,10.0,10.8,work_alone,None
49,6,49,31,134.5,25,4.783220243984053,4.64,4,6.8,7.8,rest,None
49,5,49,21,203.0,52,1.9679352714027227,3.14,5,6.38,18.4,seek_help,None
49,18,49,23,275.0,58,8.281038381111662,3.54,8,7.61,18.7,rest,HighStress
49,4,49,27,185.0,39,7.403106747381732,3.18,6,6.24,11.1,work_alone,None
49,14,49,11,33.0,7,9.0,2.64,5,3.95,3.2,seek_help,HighStress_Moderate
49,7,49,26,166.0,40,0.7104149899426431,3,3,8.89,9.4,strengthen_ties,None
49,16,49,30,119.0,30,0.5,4.5,3,6.5,9.2,rest,LowEnergy
49,11,49,32,264.0,57,2.3324958945279803,4.84,4,9.29,19.4,rest,None
49,3,49,33,66.0,6,0,2.4,3,1.0,0.2,rest,None
49,12,49,26,183.0,23,7.5,4.84,4,6.11,8.4,strengthen_ties,HighStress_Moderate
50,6,50,20,140.5,25,4.882832078064109,4.64,4,6.8,7.8,work_alone,None
50,9,50,40,204.0,30,0,3.2,3,7.78,9.0,rest,None
50,13,50,32,135.0,38,0.17725624094318831,3.6,5,6.48,12.3,strengthen_ties,None
50,14,50,1,33.0,7,10,2.64,5,4.1,3.2,seek_help,HighStress
50,2,50,19,161.0,43,1.2407793147697905,2.5,5,6.3,13.3,attempt_collaboration,None
50,3,50,28,66.0,6,0,2.4,2,1.8,0.2,strengthen_ties,None
50,10,50,27,92.0,31,3.5,3.3,5,4.38,5.1,rest,LowEnergy
50,19,50,34,125.0,23,0,2.4,5,5.79,4.0,rest,None
50,5,50,37,203.0,52,0,3.14,5,6.38,18.4,rest,None
50,4,50,29,196.0,42,4.403106747381732,3.32,6,6.57,12.1,rest,HighStress_Moderate
50,18,50,18,275.0,58,10,3.54,8,7.48,18.7,seek_help,HighStress_Moderate
50,0,50,19,200.0,47,1,4.34,2,10.0,17.4,seek_help,None
50,1,50,29,137.0,18,0.21594384688439439,2.94,2,6.5,10.8,rest,LowEnergy
50,7,50,37,166.0,40,0,3,3,8.89,9.4,rest,None
50,17,50,30,112.0,25,1.891331259011002,2.64,6,5.69,8.2,rest,LowEnergy
50,16,50,21,124.0,30,0.8107285195416223,4.5,3,6.5,9.2,work_alone,None
50,8,50,18,223.0,40,2,4,5,7.39,17.9,attempt_collaboration,None
50,12,50,44,183.0,23,5.5,4.98,4,6.11,8.5,rest,HighStress_Moderate
50,15,50,39,176.0,46,0,2.48,6,7.34,12.8,rest,None
50,11,50,45,264.0,57,0,4.84,5,8.03,19.4,rest,None
51,12,51,32,183.0,23,5.5,4.98,4,6.48,9.0,attempt_knowledge_share,None
51,10,51,42,92.0,31,2.5,3.3,5,4.38,5.1,rest,None
51,1,51,45,137.0,18,0,2.94,2,6.5,10.8,rest,None
51,17,51,20,112.0,25,2.391331259011002,2.64,6,5.61,8.2,attempt_collaboration,None
51,19,51,17,125.0,23,0.5,2.4,5,5.79,4.0,attempt_collaboration,None
51,0,51,34,200.0,47,0,4.54,2,10.0,17.5,rest,LowEnergy
51,9,51,29,204.0,30,0,3.2,3,8.11,9.5,attempt_knowledge_share,None
51,13,51,22,160.0,44,0.17725624094318831,3.6,5,6.88,14.1,attempt_collaboration,None
51,7,51,25,174.0,40,0.1110040709740594,3,3,8.89,9.4,work_alone,None
51,5,51,23,228.0,59,1.5,3.14,5,6.68,20.2,seek_help,None
51,3,51,42,66.0,6,0,2.4,2,1.8,0.2,rest,None
51,18,51,8,275.0,58,10,3.54,8,7.36,18.7,seek_help,HighStress
51,16,51,38,124.0,30,0,4.5,3,6.5,9.2,rest,None
51,8,51,13,223.0,40,6,4,5,7.19,17.9,seek_help,LowEnergy
51,6,51,30,140.5,25,1.8828320780641086,4.64,4,6.8,7.8,rest,None
51,11,51,40,264.0,57,0,4.84,5,8.16,19.4,strengthen_ties,None
51,2,51,14,161.0,43,5.2407793147697905,2.5,5,6.1,13.3,seek_help,LowEnergy
51,4,51,37,196.0,43,0.9031067473817318,3.32,6,6.74,12.1,rest,None
51,14,51,1,33.0,7,10,2.64,5,4.1,3.2,seek_help,HighStress
51,15,51,28,182.0,46,0.29197065886216517,2.48,6,7.34,12.8,work_alone,None
52,8,52,8,223.0,40,10,4,5,6.99,17.9,seek_help,HighStress_Moderate
52,19,52,17,125.0,23,3.5,2.5,5,6.09,5.0,seek_help,LowEnergy
52,4,52,25,202.0,45,0.564684003094482,3.32,6,6.91,12.1,work_alone,None
52,0,52,26,200.0,47,0.5,4.54,2,9.75,17.5,attempt_knowledge_share,None
52,6,52,18,140.5,25,1.8828320780641086,4.64,4,7.05,8.8,attempt_knowledge_share,None
52,15,52,36,182.0,46,0,2.48,6,7.42,12.8,rest,None
52,9,52,39,204.0,30,0,3.2,3,8.11,9.5,rest,None
52,10,52,31,92.0,31,3.0,3.3,5,4.36,5.1,attempt_collaboration,None
52,18,52,12,275.0,58,9,3.54,8,7.36,18.7,rest,HighStress
52,7,52,33,174.0,40,0,3,3,8.89,9.4,rest,None
52,16,52,40,146.0,35,0,4.5,3,7.0,10.7,rest,None
52,11,52,23,286.0,62,0,4.84,5,8.4,20.9,attempt_collaboration,None
52,1,52,36,142.0,18,0.2743795504078353,2.94,2,6.5,10.8,work_alone,None
52,2,52,24,161.0,43,4.2407793147697905,2.5,5,6.1,13.3,rest,HighStress_Moderate
52,5,52,18,228.0,59,3.5,3.14,5,6.48,20.2,seek_help,None
52,12,52,40,183.0,23,4.5,4.98,4,6.48,9.0,rest,None
52,17,52,29,112.0,25,0,2.64,6,5.61,8.2,rest,None
52,13,52,40,160.0,44,0,3.6,5,6.88,14.1,rest,None
52,14,52,12,33.0,7,9,2.64,5,4.1,3.2,rest,HighStress
52,3,52,26,66.0,6,0.5,2.4,2,1.55,0.2,attempt_collaboration,None
53,4,53,20,202.0,45,2.5646840030944817,3.32,6,6.74,12.1,seek_help,None
53,1,53,47,142.0,18,0,2.94,2,6.5,10.8,rest,None
53,3,53,40,66.0,6,0,2.4,2,1.55,0.2,rest,None
53,0,53,32,211.0,49,0,4.54,2,9.75,18.1,rest,None
53,13,53,25,171.0,46,0,3.6,5,7.21,14.7,attempt_collaboration,None
53,10,53,24,96.0,31,3.137230676561712,3.3,5,4.36,5.1,work_alone,None
53,18,53,2,275.0,58,10,3.54,8,7.23,18.7,seek_help,HighStress
53,19,53,29,125.0,23,4.5,2.5,5,6.19,5.0,rest,LowEnergy
53,12,53,30,191.0,23,4.543033528265645,4.98,4,6.48,9.0,work_alone,None
53,16,53,30,146.0,34,0,4.5,3,7.0,13.7,attempt_knowledge_share,None
53,9,53,28,204.0,30,0,3.2,3,8.44,10.0,attempt_knowledge_share,None
53,5,53,29,228.0,60,4.0,3.14,5,6.68,20.2,rest,LowEnergy
53,7,53,23,194.0,46,0,3,3,9.5,11.2,attempt_collaboration,None
53,6,53,13,140.5,25,5.882832078064109,4.64,4,6.8,8.8,seek_help,LowEnergy
53,15,53,46,202.0,52,0,2.48,6,7.75,14.6,rest,None
53,8,53,18,223.0,40,10,4,5,6.99,17.9,rest,HighStress
53,17,53,24,112.0,25,2,2.64,6,5.44,8.2,seek_help,None
53,14,53,2,33.0,7,10,2.64,5,4.1,3.2,seek_help,HighStress
53,11,53,33,286.0,68,0,4.84,5,8.4,20.9,rest,None
53,2,53,19,161.0,43,6.2407793147697905,2.5,5,5.9,13.3,seek_help,None
54,11,54,28,286.0,68,0,4.84,5,8.4,20.9,strengthen_ties,None
54,3,54,30,66.0,6,0.5,2.4,2,1.3,0.2,attempt_collaboration,None
54,5,54,43,228.0,60,1.0,3.14,5,6.68,20.2,rest,None
54,12,54,25,191.0,23,4.543033528265645,4.98,4,6.83,9.0,strengthen_ties,None
54,0,54,23,217.0,49,0.3621379012680606,4.54,2,9.75,18.1,work_alone,None
54,13,54,34,171.0,46,0,3.6,5,7.21,14.7,rest,None
54,1,54,33,142.0,18,0.5,2.94,2,6.25,10.8,attempt_collaboration,None
54,9,54,23,204.0,30,2,3.2,3,8.11,10.0,seek_help,None
54,17,54,41,112.0,25,0,2.64,6,5.44,8.2,rest,None
54,2,54,14,161.0,43,10,2.5,5,5.7,13.3,seek_help,HighStress_Moderate
54,10,54,19,96.0,31,5.137230676561712,3.3,5,4.16,5.1,seek_help,None
54,19,54,38,125.0,23,1.5,2.5,5,6.19,5.0,rest,None
54,8,54,8,223.0,40,10,4,5,6.79,17.9,seek_help,HighStress
54,14,54,5,33.0,7,10,2.64,5,4.1,3.2,rest,HighStress
54,7,54,32,194.0,46,0,3,3,9.5,11.2,rest,None
54,15,54,35,210.0,52,0.31314295645390033,2.48,6,7.75,14.6,work_alone,None
54,4,54,29,202.0,45,0,3.32,6,6.74,12.1,rest,None
54,16,54,16,146.0,34,0.5,4.5,3,6.83,13.7,attempt_collaboration,None
54,6,54,8,140.5,25,9.882832078064109,4.64,4,6.55,8.8,seek_help,HighStress_Moderate
54,18,54,6,275.0,58,10,3.54,8,7.23,18.7,rest,HighStress
55,14,55,15,33.0,7,10,2.64,5,4.1,3.2,rest,HighStress
55,4,55,24,202.0,45,2,3.32,6,6.57,12.1,seek_help,None
55,12,55,20,191.0,23,6.543033528265645,4.98,4,6.58,9.0,seek_help,None
55,10,55,14,96.0,31,9.137230676561712,3.3,5,3.96,5.1,seek_help,HighStress_Moderate
55,1,55,28,142.0,18,0.5,2.94,2,6.25,10.8,strengthen_ties,None
55,15,55,28,217.0,52,0.6070255717395148,2.48,6,7.78,14.6,work_alone,None
55,6,55,16,140.5,25,8.882832078064109,4.64,4,6.55,8.8,rest,HighStress
55,3,55,23,73.0,6,0.9643824442096478,2.4,2,1.3,0.2,work_alone,None
55,8,55,18,223.0,40,10,4,5,6.79,17.9,rest,HighStress
55,13,55,25,179.0,46,0.3656266226615332,3.6,5,7.21,14.7,work_alone,None
55,9,55,40,204.0,30,1,3.2,3,8.11,10.0,rest,None
55,5,55,59,228.0,60,0,3.14,5,6.68,20.2,rest,None
55,16,55,27,146.0,34,1.5,4.5,3,6.83,13.7,rest,LowEnergy
55,19,55,52,125.0,23,0,2.5,5,6.19,5.0,rest,None
55,7,55,24,194.0,44,0,3,3,9.83,15.7,attempt_knowledge_share,None
55,11,55,43,286.0,68,0,4.84,5,8.4,20.9,rest,None
55,18,55,13,275.0,67,10,3.54,8,7.36,18.7,rest,HighStress
55,17,55,57,112.0,25,0,2.64,6,5.44,8.2,rest,None
55,0,55,35,217.0,49,0,4.54,2,9.75,18.1,rest,None
55,2,55,4,161.0,43,10,2.5,5,5.5,13.3,seek_help,HighStress
56,12,56,15,191.0,23,7.543033528265645,4.98,4,6.96,9.0,seek_help,None
56,15,56,23,217.0,52,2.6070255717395145,2.48,6,7.61,14.6,seek_help,None
56,2,56,9,161.0,43,10,2.5,5,5.5,13.3,rest,HighStress
56,10,56,19,96.0,31,9.137230676561712,3.3,5,3.96,5.1,rest,HighStress
56,5,56,54,228.0,60,0,3.14,5,6.95,20.2,strengthen_ties,None
56,19,56,38,125.0,23,0.5,2.5,5,6.09,5.0,attempt_collaboration,None
56,16,56,36,146.0,34,0,4.5,3,6.83,13.7,rest,None
56,14,56,24,33.0,7,9,2.64,5,4.1,3.2,rest,HighStress
56,8,56,21,223.0,42,9.5,4,5,6.99,17.9,rest,HighStress
56,17,56,44,112.0,25,0.5,2.64,6,5.36,8.2,attempt_collaboration,None
56,6,56,22,140.5,25,8.882832078064109,4.64,4,6.55,8.8,rest,HighStress
56,7,56,19,194.0,44,2,3,3,9.5,15.7,seek_help,None
56,1,56,45,142.0,18,0,2.94,2,6.25,10.8,rest,None
56,9,56,33,204.0,30,1,3.2,3,8.44,11.0,attempt_knowledge_share,None
56,11,56,34,294.0,68,0.44772922722795366,4.84,5,8.4,20.9,work_alone,None
56,13,56,43,179.0,55,-0.5,3.6,5,7.21,14.7,rest,None
56,0,56,25,217.0,47,0,4.54,2,9.75,22.6,attempt_knowledge_share,None
56,3,56,38,73.0,6,0,2.4,2,1.3,0.2,rest,None
56,18,56,25,275.0,67,9,3.54,8,7.36,18.7,rest,HighStress
56,4,56,35,202.0,45,0,3.32,6,6.57,12.1,rest,None
57,11,57,19,318.0,73,0.44772922722795366,4.84,5,8.8,22.4,attempt_collaboration,None
57,7,57,35,194.0,44,2,3.2,3,9.5,15.8,rest,LowEnergy
57,4,57,30,202.0,45,0,3.32,6,6.75,12.1,strengthen_ties,None
57,6,57,40,140.5,29,6.382832078064109,4.78,4,6.89,8.9,rest,HighStress_Moderate
57,0,57,41,217.0,47,0,4.54,2,9.75,22.6,rest,None
57,10,57,23,96.0,31,10,3.3,5,3.96,5.1,rest,HighStress
57,18,57,20,275.0,67,10,3.54,8,7.23,18.7,seek_help,HighStress_Moderate
57,1,57,26,166.0,23,0,2.94,2,7.25,12.3,strengthen_ties,None
57,3,57,23,96.0,11,0,2.4,2,2.3,1.7,attempt_collaboration,None
57,12,57,21,191.0,23,6.543033528265646,4.98,4,6.96,9.0,rest,HighStress
57,14,57,38,33.0,7,6,2.78,5,4.1,3.3,rest,HighStress_Moderate
57,5,57,46,235.0,60,0.11276037332041061,3.14,5,6.95,20.2,work_alone,None
57,8,57,26,223.0,42,7.5,4,5,6.99,17.9,rest,HighStress
57,13,57,34,183.0,55,0,3.6,5,7.21,14.7,work_alone,None
57,19,57,27,133.0,23,0.639712214004279,2.5,5,6.09,5.0,work_alone,None
57,2,57,22,161.0,43,10,2.5,5,5.5,13.3,rest,HighStress
57,17,57,33,112.0,24,0.5,2.64,6,5.53,10.2,attempt_knowledge_share,None
57,15,57,36,217.0,52,1.6070255717395145,2.48,6,7.69,14.6,rest,None
57,16,57,41,169.0,39,0,4.5,3,7.5,15.2,rest,None
57,9,57,23,211.0,30,1.387727106440407,3.2,3,8.44,11.0,work_alone,None
58,0,58,29,220.0,55,-0.12270211651954072,4.54,2,9.75,22.6,work_alone,None
58,14,58,46,33.0,7,5,2.78,5,4.1,3.3,rest,None
58,5,58,36,242.0,60,0.12057604886653411,3.14,5,6.95,20.2,work_alone,None
58,1,58,21,166.0,23,1,2.94,2,7.25,12.3,seek_help,None
58,19,58,22,133.0,23,1.639712214004279,2.5,5,6.39,5.0,seek_help,None
58,8,58,36,223.0,42,4.5,4.14,5,7.09,18.0,rest,HighStress_Moderate
58,7,58,30,194.0,44,2,3.2,3,9.67,15.8,strengthen_ties,None
58,16,58,36,169.0,39,0,4.5,3,8.14,15.2,strengthen_ties,None
58,6,58,33,140.5,29,6.882832078064109,4.78,4,6.77,8.9,attempt_knowledge_share,None
58,3,58,18,96.0,11,1,2.4,2,3.27,1.7,seek_help,None
58,15,58,29,223.0,52,1.7789985425003858,2.48,6,7.84,14.6,work_alone,None
58,12,58,39,191.0,23,4.543033528265646,4.98,4,6.96,9.0,rest,None
58,9,58,40,211.0,30,0,3.2,3,8.44,11.0,rest,None
58,10,58,13,96.0,31,10,3.3,5,4.26,5.1,seek_help,HighStress
58,18,58,32,275.0,67,9,3.62,8,7.25,18.8,rest,HighStress
58,13,58,25,183.0,53,0,3.6,5,7.21,18.7,attempt_knowledge_share,None
58,2,58,12,161.0,43,10,2.5,5,5.3,13.3,seek_help,HighStress
58,11,58,14,318.0,73,4.447729227227954,4.84,5,8.6,22.4,seek_help,LowEnergy
58,4,58,20,207.0,45,0.059461137042412404,3.32,6,6.75,12.1,work_alone,None
58,17,58,23,118.0,24,0.5129497910695897,2.64,6,5.53,10.2,work_alone,None
59,1,59,37,166.0,23,0,2.94,2,7.25,12.3,rest,None
59,16,59,25,176.0,39,0.4664002768927931,4.5,3,8.14,15.2,work_alone,None
59,11,59,22,318.0,73,5.447729227227954,4.84,5,8.6,22.4,rest,LowEnergy
59,15,59,47,223.0,52,0.7789985425003858,2.48,6,7.84,14.6,rest,None
59,4,59,15,207.0,45,2.0594611370424123,3.32,6,6.58,12.1,seek_help,None
59,3,59,35,96.0,11,1,2.6,2,3.27,1.8,rest,LowEnergy
59,17,59,34,118.0,24,0,2.64,6,5.56,10.2,rest,None
59,19,59,35,133.0,23,0,2.5,5,6.39,5.0,rest,None
59,18,59,19,275.0,67,10,3.62,8,7.12,18.8,attempt_collaboration,HighStress_Moderate
59,12,59,49,191.0,23,1.5430335282656458,4.98,4,6.96,9.0,rest,None
59,10,59,3,96.0,31,10,3.3,5,4.36,5.1,seek_help,HighStress
59,14,59,29,33.0,7,5.5,2.78,5,4.0,3.3,attempt_collaboration,None
59,13,59,41,183.0,53,0,3.6,5,7.21,18.7,rest,None
59,5,59,24,264.0,65,0.12057604886653411,3.14,5,7.35,21.7,attempt_collaboration,None
59,6,59,28,140.5,29,6.882832078064109,4.78,4,7.14,8.9,strengthen_ties,None
59,9,59,12,233.0,35,5,3.2,3,8.44,12.5,seek_help,LowEnergy
59,2,59,18,161.0,43,10,2.5,5,5.3,13.3,rest,HighStress
59,0,59,24,220.0,55,1.8772978834804592,4.54,2,9.25,22.6,seek_help,None
59,7,59,18,202.0,44,2.405280840192086,3.2,3,9.67,15.8,work_alone,None
59,8,59,25,230.0,42,4.8416706785347206,4.14,5,7.19,18.0,work_alone,None
60,10,60,4,96.0,31,10,3.3,5,4.36,5.1,rest,HighStress
60,3,60,26,102.0,11,1.110996407831661,2.6,2,3.27,1.8,work_alone,None
60,4,60,19,207.0,49,4.559461137042412,3.42,6,7.0,13.1,seek_help,LowEnergy
60,17,60,18,118.0,24,0.5,2.64,6,5.47,10.2,attempt_collaboration,None
60,16,60,33,176.0,39,0,4.5,5,5.68,15.2,rest,None
60,7,60,11,202.0,44,7.405280840192086,3.3,3,9.67,16.8,seek_help,LowEnergy
60,0,60,36,220.0,55,0.8772978834804592,4.54,2,9.25,22.6,rest,None
60,19,60,40,133.0,23,2,2.5,5,6.39,5.0,rest,None
60,5,60,16,264.0,65,2.120576048866534,3.14,5,7.18,21.7,seek_help,None
60,13,60,27,183.0,53,0.5,3.6,5,7.11,18.7,attempt_collaboration,None
60,14,60,33,33.0,7,5.5,2.92,5,4.0,3.4,rest,HighStress_Moderate
60,11,60,28,318.0,73,7.447729227227953,4.84,5,8.6,22.4,rest,HighStress
60,15,60,40,229.0,54,0.549545359084759,2.48,6,7.84,14.6,work_alone,None
60,18,60,20,275.0,67,10,3.62,8,7.12,18.8,rest,HighStress
60,6,60,23,140.5,29,8.882832078064109,4.78,5,5.71,8.9,seek_help,None
60,9,60,22,233.0,35,6,3.2,3,8.44,12.5,rest,LowEnergy
60,1,60,25,166.0,23,0,2.94,2,7.25,13.3,attempt_knowledge_share,None
60,12,60,34,191.0,22,4.543033528265646,4.98,4,7.21,11.0,attempt_knowledge_share,None
60,2,60,17,161.0,43,10,2.5,5,5.3,13.3,rest,HighStress
60,8,60,32,230.0,42,2.8416706785347206,4.14,6,6.57,18.0,rest,None
61,11,61,23,318.0,73,9.447729227227953,4.84,5,8.4,22.4,seek_help,HighStress_Moderate
61,18,61,23,275.0,67,7,3.62,8,7.12,18.8,rest,HighStress
61,9,61,35,233.0,35,4,3.2,3,8.44,12.5,rest,None
61,16,61,42,176.0,39,0,4.5,5,5.68,15.2,rest,None
61,2,61,27,161.0,43,9,2.5,5,5.3,13.3,rest,HighStress
61,1,61,20,166.0,23,1,2.94,2,7.25,13.3,seek_help,None
61,0,61,29,225.0,55,0.9138047467783117,4.54,2,9.25,22.6,work_alone,None
61,10,61,9,96.0,31,9,3.3,5,4.36,5.1,rest,HighStress
61,6,61,37,140.5,29,7.882832078064109,4.92,5,5.71,9.0,rest,HighStress_Moderate
